"MINNESOTA",1888,"Scarlet fever",10.0
"MINNESOTA",1888,"Typhoid fever",74.0
"MISSOURI",1888,"Diphtheria",17.0
"MISSOURI",1888,"Pertussis",4.0
"MISSOURI",1888,"Scarlet fever",4.0
"MISSOURI",1888,"Typhoid fever",86.0
"NEW HAMPSHIRE",1888,"Diphtheria",24.0
"NEW HAMPSHIRE",1888,"Pertussis",1.0
"NEW HAMPSHIRE",1888,"Typhoid fever",7.0
"NEW JERSEY",1888,"Diphtheria",65.0
"NEW JERSEY",1888,"Measles",1.0
"NEW JERSEY",1888,"Pertussis",4.0
"NEW JERSEY",1888,"Scarlet fever",2.0
"NEW JERSEY",1888,"Typhoid fever",40.0
"NEW YORK",1888,"Diphtheria",343.0
"NEW YORK",1888,"Measles",29.0
"NEW YORK",1888,"Pertussis",105.0
"NEW YORK",1888,"Scarlet fever",95.0
"NEW YORK",1888,"Smallpox",2.0
"NEW YORK",1888,"Typhoid fever",138.0
"NEW YORK",1888,"Yellow fever",3.0
"OHIO",1888,"Diphtheria",134.0
"OHIO",1888,"Measles",3.0
"OHIO",1888,"Pertussis",35.0
"OHIO",1888,"Scarlet fever",13.0
"OHIO",1888,"Typhoid fever",153.0
"OHIO",1888,"Typhus group rickettsial disease",3.0
"PENNSYLVANIA",1888,"Diphtheria",242.0
"PENNSYLVANIA",1888,"Measles",23.0
"PENNSYLVANIA",1888,"Pertussis",106.0
"PENNSYLVANIA",1888,"Scarlet fever",169.0
"PENNSYLVANIA",1888,"Smallpox",32.0
"PENNSYLVANIA",1888,"Typhoid fever",583.0
"RHODE ISLAND",1888,"Diphtheria",6.0
"RHODE ISLAND",1888,"Typhoid fever",5.0
"SOUTH CAROLINA",1888,"Diphtheria",11.0
"SOUTH CAROLINA",1888,"Measles",1.0
"SOUTH CAROLINA",1888,"Pertussis",3.0
"SOUTH CAROLINA",1888,"Typhoid fever",24.0
"SOUTH CAROLINA",1888,"Typhus group rickettsial disease",1.0
"TENNESSEE",1888,"Diphtheria",4.0
"TENNESSEE",1888,"Pertussis",2.0
"TENNESSEE",1888,"Scarlet fever",4.0
"TENNESSEE",1888,"Typhoid fever",25.0
"TEXAS",1888,"Diphtheria",4.0
"TEXAS",1888,"Pertussis",2.0
"TEXAS",1888,"Typhoid fever",4.0
"VIRGINIA",1888,"Diphtheria",16.0
"VIRGINIA",1888,"Pertussis",2.0
"VIRGINIA",1888,"Typhoid fever",19.0
"WEST VIRGINIA",1888,"Typhoid fever",7.0
"WISCONSIN",1888,"Diphtheria",25.0
"WISCONSIN",1888,"Measles",3.0
"WISCONSIN",1888,"Pertussis",5.0
"WISCONSIN",1888,"Scarlet fever",38.0
"WISCONSIN",1888,"Typhoid fever",16.0
"WISCONSIN",1888,"Typhus group rickettsial disease",2.0
"CALIFORNIA",1889,"Diphtheria",76.0
"CALIFORNIA",1889,"Measles",3.0
"CALIFORNIA",1889,"Pertussis",18.0
"CALIFORNIA",1889,"Scarlet fever",13.0
"CALIFORNIA",1889,"Smallpox",4.0
"CALIFORNIA",1889,"Typhoid fever",123.0
"COLORADO",1889,"Diphtheria",66.0
"COLORADO",1889,"Measles",7.0
"COLORADO",1889,"Pertussis",6.0
"COLORADO",1889,"Scarlet fever",19.0
"COLORADO",1889,"Smallpox",11.0
"COLORADO",1889,"Smallpox without rash",1.0
"COLORADO",1889,"Typhoid fever",155.0
"DISTRICT OF COLUMBIA",1889,"Diphtheria",115.0
"DISTRICT OF COLUMBIA",1889,"Measles",4.0
"DISTRICT OF COLUMBIA",1889,"Pertussis",47.0
"DISTRICT OF COLUMBIA",1889,"Scarlet fever",25.0
"DISTRICT OF COLUMBIA",1889,"Typhoid fever",138.0
"DISTRICT OF COLUMBIA",1889,"Varicella",1.0
"FLORIDA",1889,"Diphtheria",4.0
"FLORIDA",1889,"Measles",5.0
"FLORIDA",1889,"Pertussis",1.0
"FLORIDA",1889,"Typhoid fever",10.0
"ILLINOIS",1889,"Diphtheria",665.0
"ILLINOIS",1889,"Measles",127.0
"ILLINOIS",1889,"Pertussis",56.0
"ILLINOIS",1889,"Scarlet fever",122.0
"ILLINOIS",1889,"Smallpox",1.0
"ILLINOIS",1889,"Typhoid fever",223.0
"ILLINOIS",1889,"Varicella",1.0
"INDIANA",1889,"Diphtheria",33.0
"INDIANA",1889,"Pertussis",2.0
"INDIANA",1889,"Scarlet fever",6.0
"INDIANA",1889,"Typhoid fever",40.0
"INDIANA",1889,"Typhus group rickettsial disease",4.0
"IOWA",1889,"Diphtheria",76.0
"IOWA",1889,"Measles",8.0
"IOWA",1889,"Pertussis",1.0
"IOWA",1889,"Scarlet fever",9.0
"IOWA",1889,"Typhoid fever",9.0
"KENTUCKY",1889,"Diphtheria",13.0
"KENTUCKY",1889,"Measles",12.0
"KENTUCKY",1889,"Pertussis",23.0
"KENTUCKY",1889,"Scarlet fever",4.0
"KENTUCKY",1889,"Typhoid fever",52.0
"KENTUCKY",1889,"Varicella",1.0
"LOUISIANA",1889,"Diphtheria",128.0
"LOUISIANA",1889,"Measles",18.0
"LOUISIANA",1889,"Pertussis",13.0
"LOUISIANA",1889,"Scarlet fever",5.0
"LOUISIANA",1889,"Smallpox",1.0
"LOUISIANA",1889,"Typhoid fever",37.0
"LOUISIANA",1889,"Yellow fever",1.0
"MAINE",1889,"Diphtheria",6.0
"MAINE",1889,"Measles",2.0
"MAINE",1889,"Pertussis",1.0
"MAINE",1889,"Scarlet fever",1.0
"MAINE",1889,"Typhoid fever",10.0
"MASSACHUSETTS",1889,"Diphtheria",190.0
"MASSACHUSETTS",1889,"Measles",18.0
"MASSACHUSETTS",1889,"Pertussis",18.0
"MASSACHUSETTS",1889,"Scarlet fever",42.0
"MASSACHUSETTS",1889,"Smallpox",1.0
"MASSACHUSETTS",1889,"Typhoid fever",101.0
"MICHIGAN",1889,"Diphtheria",144.0
"MICHIGAN",1889,"Measles",3.0
"MICHIGAN",1889,"Pertussis",19.0
"MICHIGAN",1889,"Scarlet fever",35.0
"MICHIGAN",1889,"Typhoid fever",29.0
"MICHIGAN",1889,"Typhus group rickettsial disease",1.0
"MINNESOTA",1889,"Diphtheria",177.0
"MINNESOTA",1889,"Measles",3.0
"MINNESOTA",1889,"Pertussis",3.0
"MINNESOTA",1889,"Scarlet fever",34.0
"MINNESOTA",1889,"Typhoid fever",94.0
"MISSOURI",1889,"Diphtheria",27.0
"MISSOURI",1889,"Measles",7.0
"MISSOURI",1889,"Pertussis",5.0
"MISSOURI",1889,"Scarlet fever",15.0
"MISSOURI",1889,"Smallpox",4.0
"MISSOURI",1889,"Typhoid fever",40.0
"NEW HAMPSHIRE",1889,"Diphtheria",14.0
"NEW HAMPSHIRE",1889,"Measles",3.0
"NEW HAMPSHIRE",1889,"Pertussis",3.0
"NEW HAMPSHIRE",1889,"Scarlet fever",4.0
"NEW HAMPSHIRE",1889,"Typhoid fever",13.0
"NEW JERSEY",1889,"Diphtheria",172.0
"NEW JERSEY",1889,"Measles",18.0
"NEW JERSEY",1889,"Pertussis",24.0
"NEW JERSEY",1889,"Scarlet fever",47.0
"NEW JERSEY",1889,"Typhoid fever",100.0
"NEW JERSEY",1889,"Typhus group rickettsial disease",5.0
"NEW YORK",1889,"Diphtheria",1173.0
"NEW YORK",1889,"Measles",214.0
"NEW YORK",1889,"Pertussis",326.0
"NEW YORK",1889,"Scarlet fever",284.0
"NEW YORK",1889,"Typhoid fever",232.0
"NEW YORK",1889,"Typhus group rickettsial disease",1.0
"NEW YORK",1889,"Varicella",3.0
"OHIO",1889,"Diphtheria",513.0
"OHIO",1889,"Measles",98.0
"OHIO",1889,"Pertussis",42.0
"OHIO",1889,"Scarlet fever",49.0
"OHIO",1889,"Typhoid fever",229.0
"PENNSYLVANIA",1889,"Diphtheria",534.0
"PENNSYLVANIA",1889,"Measles",130.0
"PENNSYLVANIA",1889,"Pertussis",171.0
"PENNSYLVANIA",1889,"Scarlet fever",346.0
"PENNSYLVANIA",1889,"Smallpox",2.0
"PENNSYLVANIA",1889,"Smallpox without rash",1.0
"PENNSYLVANIA",1889,"Typhoid fever",859.0
"PENNSYLVANIA",1889,"Typhus group rickettsial disease",1.0
"PENNSYLVANIA",1889,"Varicella",1.0
"RHODE ISLAND",1889,"Diphtheria",9.0
"RHODE ISLAND",1889,"Scarlet fever",1.0
"RHODE ISLAND",1889,"Typhoid fever",3.0
"SOUTH CAROLINA",1889,"Diphtheria",6.0
"SOUTH CAROLINA",1889,"Measles",9.0
"SOUTH CAROLINA",1889,"Pertussis",2.0
"SOUTH CAROLINA",1889,"Typhoid fever",33.0
"TENNESSEE",1889,"Diphtheria",4.0
"TENNESSEE",1889,"Measles",1.0
"TENNESSEE",1889,"Pertussis",5.0
"TENNESSEE",1889,"Scarlet fever",6.0
"TENNESSEE",1889,"Typhoid fever",42.0
"TEXAS",1889,"Diphtheria",4.0
"TEXAS",1889,"Measles",5.0
"TEXAS",1889,"Pertussis",3.0
"TEXAS",1889,"Typhoid fever",10.0
"VIRGINIA",1889,"Diphtheria",17.0
"VIRGINIA",1889,"Measles",1.0
"VIRGINIA",1889,"Pertussis",12.0
"VIRGINIA",1889,"Scarlet fever",1.0
"VIRGINIA",1889,"Typhoid fever",38.0
"WEST VIRGINIA",1889,"Typhoid fever",2.0
"WISCONSIN",1889,"Diphtheria",47.0
"WISCONSIN",1889,"Measles",4.0
"WISCONSIN",1889,"Pertussis",6.0
"WISCONSIN",1889,"Scarlet fever",61.0
"WISCONSIN",1889,"Typhoid fever",25.0
"CALIFORNIA",1890,"Diphtheria",27.0
"CALIFORNIA",1890,"Measles",14.0
"CALIFORNIA",1890,"Pertussis",3.0
"CALIFORNIA",1890,"Scarlet fever",5.0
"CALIFORNIA",1890,"Typhoid fever",13.0
"COLORADO",1890,"Diphtheria",34.0
"COLORADO",1890,"Measles",13.0
"COLORADO",1890,"Pertussis",4.0
"COLORADO",1890,"Scarlet fever",1.0
"COLORADO",1890,"Typhoid fever",19.0
"DELAWARE",1890,"Measles",2.0
"DELAWARE",1890,"Scarlet fever",2.0
"DELAWARE",1890,"Typhoid fever",3.0
"DISTRICT OF COLUMBIA",1890,"Diphtheria",117.0
"DISTRICT OF COLUMBIA",1890,"Measles",15.0
"DISTRICT OF COLUMBIA",1890,"Pertussis",19.0
"DISTRICT OF COLUMBIA",1890,"Scarlet fever",16.0
"DISTRICT OF COLUMBIA",1890,"Typhoid fever",236.0
"FLORIDA",1890,"Diphtheria",3.0
"FLORIDA",1890,"Measles",2.0
"FLORIDA",1890,"Tuberculosis",2.0
"FLORIDA",1890,"Typhoid fever",14.0
"ILLINOIS",1890,"Diphtheria",742.0
"ILLINOIS",1890,"Measles",55.0
"ILLINOIS",1890,"Pertussis",174.0
"ILLINOIS",1890,"Scarlet fever",163.0
"ILLINOIS",1890,"Typhoid fever",780.0
"INDIANA",1890,"Diphtheria",27.0
"INDIANA",1890,"Pertussis",3.0
"INDIANA",1890,"Scarlet fever",20.0
"INDIANA",1890,"Typhoid fever",26.0
"IOWA",1890,"Diphtheria",13.0
"IOWA",1890,"Pertussis",1.0
"IOWA",1890,"Typhoid fever",1.0
"KENTUCKY",1890,"Diphtheria",24.0
"KENTUCKY",1890,"Measles",2.0
"KENTUCKY",1890,"Pertussis",4.0
"KENTUCKY",1890,"Scarlet fever",7.0
"KENTUCKY",1890,"Typhoid fever",62.0
"KENTUCKY",1890,"Typhus group rickettsial disease",5.0
"LOUISIANA",1890,"Diphtheria",61.0
"LOUISIANA",1890,"Measles",27.0
"LOUISIANA",1890,"Pertussis",24.0
"LOUISIANA",1890,"Scarlet fever",6.0
"LOUISIANA",1890,"Tuberculosis",64.0
"LOUISIANA",1890,"Typhoid fever",42.0
"MAINE",1890,"Diphtheria",5.0
"MAINE",1890,"Measles",1.0
"MAINE",1890,"Pertussis",16.0
"MAINE",1890,"Scarlet fever",1.0
"MAINE",1890,"Typhoid fever",3.0
"MASSACHUSETTS",1890,"Diphtheria",447.0
"MASSACHUSETTS",1890,"Measles",24.0
"MASSACHUSETTS",1890,"Pertussis",60.0
"MASSACHUSETTS",1890,"Scarlet fever",42.0
"MASSACHUSETTS",1890,"Typhoid fever",195.0
"MICHIGAN",1890,"Diphtheria",369.0
"MICHIGAN",1890,"Measles",36.0
"MICHIGAN",1890,"Pertussis",1.0
"MICHIGAN",1890,"Scarlet fever",60.0
"MICHIGAN",1890,"Typhoid fever",18.0
"MINNESOTA",1890,"Diphtheria",153.0
"MINNESOTA",1890,"Measles",22.0
"MINNESOTA",1890,"Pertussis",2.0
"MINNESOTA",1890,"Scarlet fever",15.0
"MINNESOTA",1890,"Typhoid fever",61.0
"MISSOURI",1890,"Diphtheria",8.0
"MISSOURI",1890,"Measles",15.0
"MISSOURI",1890,"Pertussis",19.0
"MISSOURI",1890,"Scarlet fever",11.0
"MISSOURI",1890,"Typhoid fever",31.0
"NEW HAMPSHIRE",1890,"Pertussis",1.0
"NEW HAMPSHIRE",1890,"Scarlet fever",1.0
"NEW HAMPSHIRE",1890,"Typhoid fever",1.0
"NEW JERSEY",1890,"Diphtheria",73.0
"NEW JERSEY",1890,"Measles",11.0
"NEW JERSEY",1890,"Pertussis",10.0
"NEW JERSEY",1890,"Scarlet fever",18.0
"NEW JERSEY",1890,"Typhoid fever",53.0
"NEW YORK",1890,"Diphtheria",921.0
"NEW YORK",1890,"Measles",133.0
"NEW YORK",1890,"Pertussis",229.0
"NEW YORK",1890,"Scarlet fever",225.0
"NEW YORK",1890,"Typhoid fever",231.0
"NEW YORK",1890,"Typhus group rickettsial disease",2.0
"OHIO",1890,"Diphtheria",665.0
"OHIO",1890,"Measles",109.0
"OHIO",1890,"Pertussis",86.0
"OHIO",1890,"Scarlet fever",37.0
"OHIO",1890,"Typhoid fever",338.0
"PENNSYLVANIA",1890,"Diphtheria",682.0
"PENNSYLVANIA",1890,"Measles",186.0
"PENNSYLVANIA",1890,"Pertussis",161.0
"PENNSYLVANIA",1890,"Scarlet fever",184.0
"PENNSYLVANIA",1890,"Tuberculosis",39.0
"PENNSYLVANIA",1890,"Typhoid fever",758.0
"PENNSYLVANIA",1890,"Typhus group rickettsial disease",3.0
"RHODE ISLAND",1890,"Diphtheria",4.0
"RHODE ISLAND",1890,"Pertussis",3.0
"SOUTH CAROLINA",1890,"Diphtheria",1.0
"SOUTH CAROLINA",1890,"Measles",3.0
"SOUTH CAROLINA",1890,"Pertussis",18.0
"SOUTH CAROLINA",1890,"Smallpox without rash",1.0
"SOUTH CAROLINA",1890,"Tuberculosis",10.0
"SOUTH CAROLINA",1890,"Typhoid fever",52.0
"TENNESSEE",1890,"Diphtheria",3.0
"TENNESSEE",1890,"Measles",2.0
"TENNESSEE",1890,"Pertussis",10.0
"TENNESSEE",1890,"Scarlet fever",1.0
"TENNESSEE",1890,"Typhoid fever",46.0
"TENNESSEE",1890,"Typhus group rickettsial disease",1.0
"TEXAS",1890,"Diphtheria",3.0
"TEXAS",1890,"Measles",4.0
"TEXAS",1890,"Typhoid fever",9.0
"VIRGINIA",1890,"Diphtheria",62.0
"VIRGINIA",1890,"Measles",23.0
"VIRGINIA",1890,"Pertussis",46.0
"VIRGINIA",1890,"Tuberculosis",6.0
"VIRGINIA",1890,"Typhoid fever",63.0
"WISCONSIN",1890,"Diphtheria",199.0
"WISCONSIN",1890,"Measles",23.0
"WISCONSIN",1890,"Pertussis",9.0
"WISCONSIN",1890,"Scarlet fever",31.0
"WISCONSIN",1890,"Typhoid fever",57.0
"WISCONSIN",1890,"Typhus group rickettsial disease",2.0
"ALABAMA",1891,"Diphtheria",10.0
"ALABAMA",1891,"Tuberculosis",98.0
"ALABAMA",1891,"Typhoid fever",14.0
"CALIFORNIA",1891,"Diphtheria",253.0
"CALIFORNIA",1891,"Measles",6.0
"CALIFORNIA",1891,"Pertussis",9.0
"CALIFORNIA",1891,"Scarlet fever",8.0
"CALIFORNIA",1891,"Tuberculosis",609.0
"CALIFORNIA",1891,"Typhoid fever",109.0
"CALIFORNIA",1891,"Typhus group rickettsial disease",2.0
"COLORADO",1891,"Diphtheria",10.0
"COLORADO",1891,"Pertussis",1.0
"COLORADO",1891,"Scarlet fever",3.0
"COLORADO",1891,"Tuberculosis",25.0
"COLORADO",1891,"Typhoid fever",7.0
"DELAWARE",1891,"Diphtheria",5.0
"DELAWARE",1891,"Pertussis",2.0
"DELAWARE",1891,"Tuberculosis",5.0
"DELAWARE",1891,"Typhoid fever",2.0
"DISTRICT OF COLUMBIA",1891,"Diphtheria",194.0
"DISTRICT OF COLUMBIA",1891,"Measles",70.0
"DISTRICT OF COLUMBIA",1891,"Pertussis",70.0
"DISTRICT OF COLUMBIA",1891,"Scarlet fever",7.0
"DISTRICT OF COLUMBIA",1891,"Tuberculosis",573.0
"DISTRICT OF COLUMBIA",1891,"Typhoid fever",147.0
"FLORIDA",1891,"Diphtheria",1.0
"FLORIDA",1891,"Measles",1.0
"FLORIDA",1891,"Tuberculosis",23.0
"FLORIDA",1891,"Typhoid fever",23.0
"FLORIDA",1891,"Typhus group rickettsial disease",2.0
"ILLINOIS",1891,"Diphtheria",826.0
"ILLINOIS",1891,"Measles",230.0
"ILLINOIS",1891,"Pertussis",171.0
"ILLINOIS",1891,"Scarlet fever",428.0
"ILLINOIS",1891,"Tuberculosis",1488.0
"ILLINOIS",1891,"Typhoid fever",1625.0
"INDIANA",1891,"Diphtheria",125.0
"INDIANA",1891,"Measles",9.0
"INDIANA",1891,"Pertussis",6.0
"INDIANA",1891,"Scarlet fever",10.0
"INDIANA",1891,"Tuberculosis",171.0
"INDIANA",1891,"Typhoid fever",27.0
"KENTUCKY",1891,"Diphtheria",81.0
"KENTUCKY",1891,"Measles",4.0
"KENTUCKY",1891,"Pertussis",12.0
"KENTUCKY",1891,"Scarlet fever",13.0
"KENTUCKY",1891,"Tuberculosis",146.0
"KENTUCKY",1891,"Typhoid fever",70.0
"LOUISIANA",1891,"Diphtheria",52.0
"LOUISIANA",1891,"Measles",36.0
"LOUISIANA",1891,"Pertussis",4.0
"LOUISIANA",1891,"Scarlet fever",3.0
"LOUISIANA",1891,"Smallpox",1.0
"LOUISIANA",1891,"Tuberculosis",603.0
"LOUISIANA",1891,"Typhoid fever",41.0
"MAINE",1891,"Diphtheria",6.0
"MAINE",1891,"Measles",6.0
"MAINE",1891,"Scarlet fever",1.0
"MAINE",1891,"Typhoid fever",11.0
"MASSACHUSETTS",1891,"Diphtheria",254.0
"MASSACHUSETTS",1891,"Measles",35.0
"MASSACHUSETTS",1891,"Pertussis",48.0
"MASSACHUSETTS",1891,"Scarlet fever",71.0
"MASSACHUSETTS",1891,"Tuberculosis",1226.0
"MASSACHUSETTS",1891,"Typhoid fever",191.0
"MICHIGAN",1891,"Diphtheria",251.0
"MICHIGAN",1891,"Measles",11.0
"MICHIGAN",1891,"Pertussis",3.0
"MICHIGAN",1891,"Scarlet fever",61.0
"MICHIGAN",1891,"Tuberculosis",76.0
"MICHIGAN",1891,"Typhoid fever",36.0
"MINNESOTA",1891,"Diphtheria",80.0
"MINNESOTA",1891,"Measles",9.0
"MINNESOTA",1891,"Pertussis",6.0
"MINNESOTA",1891,"Scarlet fever",30.0
"MINNESOTA",1891,"Tuberculosis",3.0
"MINNESOTA",1891,"Typhoid fever",66.0
"MISSOURI",1891,"Diphtheria",22.0
"MISSOURI",1891,"Measles",4.0
"MISSOURI",1891,"Pertussis",7.0
"MISSOURI",1891,"Scarlet fever",9.0
"MISSOURI",1891,"Smallpox",3.0
"MISSOURI",1891,"Tuberculosis",159.0
"MISSOURI",1891,"Typhoid fever",51.0
"MISSOURI",1891,"Typhus group rickettsial disease",2.0
"NEW JERSEY",1891,"Diphtheria",15.0
"NEW JERSEY",1891,"Pertussis",4.0
"NEW JERSEY",1891,"Scarlet fever",2.0
"NEW JERSEY",1891,"Tuberculosis",89.0
"NEW JERSEY",1891,"Typhoid fever",39.0
"NEW YORK",1891,"Diphtheria",845.0
"NEW YORK",1891,"Measles",203.0
"NEW YORK",1891,"Pertussis",161.0
"NEW YORK",1891,"Scarlet fever",474.0
"NEW YORK",1891,"Tuberculosis",2025.0
"NEW YORK",1891,"Typhoid fever",274.0
"NEW YORK",1891,"Typhus group rickettsial disease",1.0
"NEW YORK",1891,"Varicella",2.0
"OHIO",1891,"Diphtheria",519.0
"OHIO",1891,"Measles",29.0
"OHIO",1891,"Pertussis",51.0
"OHIO",1891,"Scarlet fever",115.0
"OHIO",1891,"Tuberculosis",1069.0
"OHIO",1891,"Typhoid fever",325.0
"OHIO",1891,"Typhus group rickettsial disease",2.0
"PENNSYLVANIA",1891,"Diphtheria",800.0
"PENNSYLVANIA",1891,"Measles",38.0
"PENNSYLVANIA",1891,"Pertussis",140.0
"PENNSYLVANIA",1891,"Scarlet fever",267.0
"PENNSYLVANIA",1891,"Smallpox",4.0
"PENNSYLVANIA",1891,"Tuberculosis",1537.0
"PENNSYLVANIA",1891,"Typhoid fever",672.0
"PENNSYLVANIA",1891,"Typhus group rickettsial disease",1.0
"RHODE ISLAND",1891,"Diphtheria",1.0
"RHODE ISLAND",1891,"Tuberculosis",10.0
"RHODE ISLAND",1891,"Typhoid fever",1.0
"SOUTH CAROLINA",1891,"Diphtheria",1.0
"SOUTH CAROLINA",1891,"Measles",7.0
"SOUTH CAROLINA",1891,"Pertussis",2.0
"SOUTH CAROLINA",1891,"Tuberculosis",76.0
"SOUTH CAROLINA",1891,"Typhoid fever",10.0
"TENNESSEE",1891,"Diphtheria",6.0
"TENNESSEE",1891,"Measles",24.0
"TENNESSEE",1891,"Pertussis",24.0
"TENNESSEE",1891,"Scarlet fever",1.0
"TENNESSEE",1891,"Tuberculosis",61.0
"TENNESSEE",1891,"Typhoid fever",50.0
"TEXAS",1891,"Diphtheria",15.0
"TEXAS",1891,"Measles",3.0
"TEXAS",1891,"Pertussis",3.0
"TEXAS",1891,"Scarlet fever",11.0
"TEXAS",1891,"Tuberculosis",43.0
"TEXAS",1891,"Typhoid fever",28.0
"VIRGINIA",1891,"Diphtheria",107.0
"VIRGINIA",1891,"Measles",4.0
"VIRGINIA",1891,"Pertussis",5.0
"VIRGINIA",1891,"Scarlet fever",3.0
"VIRGINIA",1891,"Tuberculosis",215.0
"VIRGINIA",1891,"Typhoid fever",52.0
"WISCONSIN",1891,"Diphtheria",374.0
"WISCONSIN",1891,"Measles",37.0
"WISCONSIN",1891,"Pertussis",87.0
"WISCONSIN",1891,"Scarlet fever",80.0
"WISCONSIN",1891,"Tuberculosis",279.0
"WISCONSIN",1891,"Typhoid fever",68.0
"ALABAMA",1892,"Diphtheria",6.0
"ALABAMA",1892,"Scarlet fever",1.0
"ALABAMA",1892,"Tuberculosis",107.0
"ALABAMA",1892,"Typhoid fever",11.0
"CALIFORNIA",1892,"Diphtheria",174.0
"CALIFORNIA",1892,"Measles",22.0
"CALIFORNIA",1892,"Pertussis",37.0
"CALIFORNIA",1892,"Scarlet fever",81.0
"CALIFORNIA",1892,"Tuberculosis",774.0
"CALIFORNIA",1892,"Typhoid fever",69.0
"CALIFORNIA",1892,"Typhus group rickettsial disease",1.0
"COLORADO",1892,"Diphtheria",29.0
"COLORADO",1892,"Scarlet fever",37.0
"COLORADO",1892,"Tuberculosis",120.0
"COLORADO",1892,"Typhoid fever",6.0
"DELAWARE",1892,"Diphtheria",3.0
"DELAWARE",1892,"Pertussis",1.0
"DELAWARE",1892,"Scarlet fever",1.0
"DELAWARE",1892,"Tuberculosis",18.0
"DELAWARE",1892,"Typhoid fever",2.0
"DISTRICT OF COLUMBIA",1892,"Diphtheria",121.0
"DISTRICT OF COLUMBIA",1892,"Measles",2.0
"DISTRICT OF COLUMBIA",1892,"Pertussis",62.0
"DISTRICT OF COLUMBIA",1892,"Scarlet fever",21.0
"DISTRICT OF COLUMBIA",1892,"Tuberculosis",700.0
"DISTRICT OF COLUMBIA",1892,"Typhoid fever",193.0
"FLORIDA",1892,"Measles",1.0
"FLORIDA",1892,"Tuberculosis",14.0
"FLORIDA",1892,"Typhoid fever",24.0
"ILLINOIS",1892,"Diphtheria",796.0
"ILLINOIS",1892,"Measles",126.0
"ILLINOIS",1892,"Pertussis",129.0
"ILLINOIS",1892,"Scarlet fever",310.0
"ILLINOIS",1892,"Smallpox",3.0
"ILLINOIS",1892,"Tuberculosis",654.0
"ILLINOIS",1892,"Typhoid fever",1225.0
"INDIANA",1892,"Diphtheria",34.0
"INDIANA",1892,"Measles",2.0
"INDIANA",1892,"Pertussis",1.0
"INDIANA",1892,"Scarlet fever",3.0
"INDIANA",1892,"Tuberculosis",59.0
"INDIANA",1892,"Typhoid fever",4.0
"KENTUCKY",1892,"Diphtheria",38.0
